regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
EMILIA ROMAGNA,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,F,SPID,2,45-54
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,CIE,2,25-34
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,6,25-34
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,4,45-54
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,3,55-64
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,2,25-34
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,CNS,2,45-54
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,10,45-54
EMILIA ROMAGNA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,10,55-64
EMILIA ROMAGNA,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,F,SPID,4,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,10,65- 
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,3,25-34
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,3,25-34
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,5,35-44
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,6,35-44
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,21,45-54
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,17,45-54
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,CIE,2,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,49,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,60,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,5,65- 
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,19,65- 
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,4,25-34
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,5,25-34
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,4,35-44
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,11,35-44
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,7,45-54
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,18,45-54
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,4,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,24,55-64
EMILIA ROMAGNA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,42,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,2,65- 
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,3,65- 
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,33,65- 
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,2,18-24
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,28,18-24
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,34,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,104,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,3,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,4,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,55,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,62,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,4,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,5,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,11,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,4,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,94,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,146,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,7,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CIE,11,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,50,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,CNS,3,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,182,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,F,SPID,277,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,26,65- 
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,3,18-24
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,50,18-24
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,45,18-24
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,15,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,9,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,526,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,209,25-34
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,13,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,7,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,7,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,3,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,574,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,614,35-44
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,11,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,30,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,7,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,20,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,612,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,1071,45-54
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,20,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CIE,29,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,12,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,CNS,37,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,597,55-64
EMILIA ROMAGNA,MINISTERO DELL'INTERNO,M,SPID,724,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,50,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,3,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,84,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,1338,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,26,18-24
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,568,18-24
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,91,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,42,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,5109,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,149,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,6,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,195,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,8596,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,290,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,8,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,411,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,12748,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,329,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,10,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,794,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,10921,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,16,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,5,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,365,65- 
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,10,18-24
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,162,18-24
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,44,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,2,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,16,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,1621,25-34
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,85,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,3,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,49,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,2267,35-44
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,95,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,3,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,86,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,2582,45-54
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,118,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,10,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,104,55-64
EMILIA ROMAGNA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,2314,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,SPID,24,65- 
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,SPID,28,25-34
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,CIE,4,35-44
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,SPID,59,35-44
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,CIE,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,CNS,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,SPID,70,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,CIE,7,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,CNS,3,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,F,SPID,116,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,SPID,9,65- 
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,SPID,16,25-34
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,CIE,3,35-44
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,SPID,35,35-44
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,CIE,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,CNS,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,SPID,35,45-54
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,CIE,3,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,CNS,3,55-64
EMILIA ROMAGNA,MINISTERO DELLA CULTURA,M,SPID,70,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,17,65- 
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CIE,5,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,54,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,2,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,5,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,5,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,103,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,2,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CIE,4,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,23,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,2,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,16,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,235,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,7,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,17,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,2,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,11,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CIE,2,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,CNS,40,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,2,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,F,SPID,94,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,9,65- 
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,9,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,3,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,4,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,200,18-24
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,18,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,18,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,574,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,10,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,5,25-34
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,48,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,137,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,2,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,82,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,31,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,1903,35-44
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,58,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,270,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,14,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,5,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,93,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,1592,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,65,45-54
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,4,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CIE,22,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,25,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,CNS,112,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,17,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,619,55-64
EMILIA ROMAGNA,MINISTERO DELLA DIFESA,M,SPID,160,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CIE,2,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CNS,4,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,70,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,8,18-24
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CIE,4,25-34
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CNS,3,25-34
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,344,25-34
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CIE,7,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CNS,8,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,246,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CIE,8,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CNS,21,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,328,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CIE,19,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,CNS,45,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,F,SPID,470,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CIE,4,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CNS,6,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,48,65- 
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,8,18-24
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CIE,8,25-34
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,387,25-34
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CIE,10,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CNS,5,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,404,35-44
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CIE,19,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CNS,7,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,535,45-54
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CIE,27,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,CNS,18,55-64
EMILIA ROMAGNA,MINISTERO DELLA GIUSTIZIA,M,SPID,516,55-64
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,F,SPID,2,25-34
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,F,SPID,2,35-44
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,F,SPID,6,45-54
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,F,CNS,3,55-64
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,F,SPID,8,55-64
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,M,SPID,3,65- 
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,M,SPID,5,45-54
EMILIA ROMAGNA,MINISTERO DELLA SALUTE,M,SPID,3,55-64
EMILIA ROMAGNA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,7,55-64
EMILIA ROMAGNA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,2,35-44
EMILIA ROMAGNA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,2,45-54
EMILIA ROMAGNA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,10,55-64
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,6,65- 
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,5,25-34
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,15,35-44
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,3,45-54
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,20,45-54
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,7,55-64
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,6,55-64
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,78,55-64
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,17,65- 
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,2,18-24
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,6,25-34
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,18,35-44
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,14,45-54
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,5,55-64
EMILIA ROMAGNA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,59,55-64
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,5,65- 
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,2,18-24
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,CIE,2,25-34
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,16,25-34
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,28,35-44
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,CIE,5,45-54
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,CNS,5,45-54
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,70,45-54
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,CIE,2,55-64
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,56,55-64
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,13,65- 
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,CIE,2,25-34
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,9,25-34
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,CNS,2,35-44
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,46,35-44
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,59,45-54
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,CIE,6,55-64
EMILIA ROMAGNA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,67,55-64
EMILIA ROMAGNA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,2,25-34
EMILIA ROMAGNA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,3,45-54
EMILIA ROMAGNA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,3,25-34
EMILIA ROMAGNA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,2,55-64
ESTERO,AGENZIA DELLE DOGANE,F,SPID,2,65- 
ESTERO,AGENZIA DELLE ENTRATE,M,SPID,3,45-54
ESTERO,AGENZIA DELLE ENTRATE,M,SPID,2,55-64
ESTERO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,2,45-54
ESTERO,MINISTERO DELL'INTERNO,M,SPID,2,35-44
ESTERO,MINISTERO DELL'INTERNO,M,SPID,6,45-54
ESTERO,MINISTERO DELL'INTERNO,M,SPID,7,45-54
ESTERO,MINISTERO DELL'INTERNO,M,SPID,2,55-64
ESTERO,MINISTERO DELL'INTERNO,M,SPID,5,55-64
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,2,65- 
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,7,25-34
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,18,35-44
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,4,45-54
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,21,45-54
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,19,55-64
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,3,65- 
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,2,25-34
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,6,25-34
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,9,35-44
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,4,45-54
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,13,45-54
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,2,55-64
ESTERO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,5,55-64
ESTERO,MINISTERO DELLA DIFESA,M,CIE,3,35-44
ESTERO,MINISTERO DELLA DIFESA,M,SPID,14,35-44
ESTERO,MINISTERO DELLA DIFESA,M,CIE,3,45-54
